ball,score,commentary
34.4,1,"Joseph to DM de Silva, 1 wide, full, and waaay down the legside. Hope scrambles to his left to stop that"
34.3,0,"Joseph to DM de Silva, no run, fuller and wider outside off. DDS drives, but can't beat the man at short cover again"
34.2,0,"Joseph to DM de Silva, no run, back of a length, tight into off stump. Punched to short cover"
34.1,2,"Joseph to DM de Silva, 2 runs, length ball, on the pads again. DDS flicks this away far enough from the legside fielder to enable a rapid two"
33.6,1,"Pollard to DM de Silva, 1 run, length on the pads, whipped around the corner to deep square leg"
33.5,1,"Pollard to Mathews, 1 leg bye, length ball, on the pads. Hits Mathews' legs and Pollard goes up in appeal. They run a leg bye. But what's this? Pollard has reviewed it! It didn't look that close tbh. Always appeared to be sliding down leg. Let's see. As suspected, the projection has it missing leg stump."
33.4,2,"Pollard to Mathews, 2 runs, another slower one (aren't they all from Pollard?), on the toes. Clipped to deep midwicket for another couple."
33.3,1,"Pollard to DM de Silva, 1 run, length outside off stump, driven on the up to long on for a single"
33.2,0,"Pollard to DM de Silva, no run, back of a length on off stump. Defended towards mid on"
33.1,2,"Pollard to DM de Silva, 2 runs, slower ball, floated up into the toes, and DDS turns his wrists again and gets this into a big gap around deep midwicket. They get an easy two"
32.6,0,"Joseph to Mathews, no run, length outside off. Defended to cover."
32.5,0,"Joseph to Mathews, no run, fullish, just outside off. Mathews check-drives but can't beat mid on"
32.4,1,"Joseph to DM de Silva, 1 run, fuller, on the stumps, flicked, those wrists turning, to fine leg"
32.3,0,"Joseph to DM de Silva, no run, length ball outside off, DdeS watches it go to the keeper"
32.2,7,"Joseph to Mendis, OUT, and then, err, a mistake. Not sure there was anything in that ball to worry Mendis, the way he was batting. But he's out either way. This is a bouncer, at around shoulder height, and Mendis tries to pull again - a shot he had played to excellent effect - but then he can't get over the top of this one, and he mis-hits it in the air. The ball floats up and Pollard runs around from midwicket to take an excellent diving catch near where square leg might stand"
32.1,4,"Joseph to Mendis, FOUR runs, superb timing. Full and on about middle stump. Kusal gets his head over and flicks his wrists beautifully to send it scorching past short midwicket and all the way to the fence."
31.6,0,"Pollard to Mathews, no run, length on the stumps, clipped straight to midwicket"
31.5,4,"Pollard to Mathews, FOUR runs, chest-high short ball, and this is Pollard's first poor delivery. The line was legside as well, and Mathews gets inside the line and helps it fine of fine leg for four, to get his innings started"
31.4,0,"Pollard to Mathews, no run, length on about off stump. Defended into the legside"
31.3,7,"Pollard to MDKJ Perera, OUT, Pollard makes a deserved breakthrough! Not a great shot from Perera though. Another one of those offcutters with a little bit of overspin, angled across and leaving the left-hander. Perera gets low and tries to heave this into the next century over midwicket, but he's playing against the angle and the turn, so to speak, and because there's overspin on this ball, there's a little extra bounce. It takes his top edge and flies into the keeper's gloves. Pollard's been fishing for that dismissal since last over."
31.2,1,"Pollard to Mendis, 1 run, offcutter, I think, length on the pads. Kusal shuffles to off and works this into a gap around midwicket"
31.1,0,"Pollard to Mendis, no run, full and outside off. Mendis tries to get this to third man, but doesn't connect as he wants to and it bounces away square on the offside"
30.6,1,"Joseph to Mendis, 1 run, length on the stumps again, and Mendis uses the wrists to turn this past midwicket for a single. That brings up his half century also, after he'd made a terrific hundred in the last game."
30.5,0,"Joseph to Mendis, no run, short of a length ball on about off stump. Defended."
30.4,4,"Joseph to Mendis, FOUR runs, more bad bowling. Full toss, knee height, on the pads. Mendis is more than good enough, and in good enough touch to lift that over square leg and help himself to another boundary"
30.3,1,"Joseph to MDKJ Perera, 1 run, fullish, on about off stump, driven straight of mid off and there's time for a single"
30.2,1,"Joseph to Mendis, 1 run, fuller outside off, run down to third man"
30.1,4,"Joseph to Mendis, FOUR runs, err, was Joseph watching Holder's last over? This is short again, and this is pulled brutally once more through midwicket by Mendis. I've said this several times: short balls are sitting up to be smacked on this pitch"
29.6,4,"Pollard to MDKJ Perera, FOUR runs, gets the edge this time! But it's a thick enough edge to beat the keeper, and run away fine to the boundary. West Indies haven't given themselves a great chance in this innings, but they've also had some bad luck"
29.5,0,"Pollard to MDKJ Perera, no run, slightly fuller, but almost a carbon copy of the previous ball. Again it's a cutter, and again Perera's drive collects only fresh air"
29.4,0,"Pollard to MDKJ Perera, no run, goes very wide of the crease Pollard, to angle this way across the left hander. It's a length ball, a cutter, leaving Perera, He tries to push that into the offside and is beaten by the extra bounce the cutter gets"
29.3,1,"Pollard to Mendis, 1 run, length on the pads, turned around the corner to fine leg"
29.2,0,"Pollard to Mendis, no run, full outside off. Bunted into the ground. Mendis is having a look at him first."
29.1,0,"Pollard to Mendis, no run, length ball on the stumps, defended into the legside."
28.6,4,"Holder to MDKJ Perera, FOUR runs, oh dear. This is a poor finish to a poor over. Short again, on the hip. Perera swivel pulls that fine of fine leg, and collects an easy, easy boundary. Fourteen off the over.  The biggest of the innings so far."
28.5,1,"Holder to Mendis, 1 run, short of a length ball, well outside off. Mendis fends this away to third man for a single."
28.4,4,"Holder to Mendis, FOUR runs, short ball, and those are sitting up beautifully, especially at Holder's pace. Mendis is on to this in a flash, going back to pull this brutally, well in front of square. Fabian Allen dives to try and stop that, but the ball is traveling too quickly, and it hits his body and runs over the rope"
28.3,0,"Holder to Mendis, no run, length ball, cutter I think, and Mendis tries to run it off the face, but can only get an under edge to that. Bouncers to the keeper"
28.2,1,"Holder to MDKJ Perera, 1 run, full ball, clipped away into a gap around midwicket"
28.1,4,"Holder to MDKJ Perera, FOUR runs, short, on the stumps, and Kusal has basically bullied that to the wide long on boundary. He makes room and bashes that aerially to the boundary, putting Holder under pressure early in the over"
27.6,0,"Chase to Mendis, no run, full and on off stump, pushed back to the bowler."
27.5,2,"Chase to Mendis, 2 runs, flatter and faster, outside off stump. Mendis goes back and cuts it past point, and they take two ."
27.4,1,"Chase to MDKJ Perera, 1 run, tossed up, sliding on with the arm on about middle. Perera tries to defend but it takes a thick inside edge and dribbles into the legside. They scamper one."
27.3,1,"Chase to Mendis, 1 run, shorter this time, and Mendis goes back and short-arm pulls this to deep square leg. More work for Cottrell"
27.2,4,"Chase to Mendis, FOUR runs, too leg-side-ish, and Mendis brings out the sweep again, and nails it past short fine leg. No chance for Cottrell to cut that off."
27.1,2,"Chase to Mendis, 2 runs, floated up, swept hard and flat by Kusal Mendis for a couple to deep square leg. Good work from Cottrell on the boundary"
26.6,1,"Holder to Mendis, 1 run, worked off his pad to square leg"
26.5,0,"Holder to Mendis, no run, looks to pull but the ball goes over his head"
26.4,0,"Holder to Mendis, no run, defended"
26.3,0,"Holder to Mendis, no run, full ball, hits his pads, but sliding down leg"
26.2,1,"Holder to MDKJ Perera, 1 run, driven to lon on"
26.1,4,"Holder to MDKJ Perera, 4 leg byes, full, down the leg side, and gets some pad to fine leg"
25.6,0,"Chase to Mendis, no run, full, outside off, and tapped back to the bowler"
25.5,1,"Chase to MDKJ Perera, 1 run, "
25.4,1,"Chase to Mendis, 1 run, "
25.3,1,"Chase to MDKJ Perera, 1 run, lobs this over extra cover"
25.2,3,"Chase to Mendis, 3 runs, work for the fielder at backward point as he guides this fine. Enough time to come back for three"
25.1,1,"Chase to MDKJ Perera, 1 run, full outside off stump and defended"
24.6,1,"Holder to MDKJ Perera, 1 run, good length, outside off. Slapped to mid off for a single"
24.5,1,"Holder to Mendis, 1 run, worked to square leg"
24.4,1,"Holder to MDKJ Perera, 1 leg bye, appeal for lbw but not given. Ball stays low as he tries to play cross-batted. Misses the shot, hits him above the pads, and rolls away to point"
24.3,0,"Holder to MDKJ Perera, no run, good length, on middle, and guided to point"
24.2,0,"Holder to MDKJ Perera, no run, good length, on middle. And angling away. Punched to extra cover"
24.1,1,"Holder to Mendis, 1 run, back of a length, on off, and pulled off the back foot to the sweeper fielder"
23.6,1,"Chase to Mendis, 1 run, full, on off. Pushed past the bowler to long on"
23.5,0,"Chase to Mendis, no run, full, outside off and turning in. Defended"
23.4,0,"Chase to Mendis, no run, full, on off, and pushed to midwicket"
23.3,6,"Chase to Mendis, SIX runs, into the grass banks! Full, outside off, and he sweeps with the turn.... over the boundary fence at cow corner."
23.2,1,"Chase to MDKJ Perera, 1 run, good length, outside off. And guided to deep point"
23.1,1,"Chase to Mendis, 1 run, full, on middle, and driven with the turn to long on"
22.6,1,"Walsh to Mendis, 1 run, full, outside off. Turning away but driven to wide long off for a single"
22.5,0,"Walsh to Mendis, no run, good length, on off. Tapped away"
22.4,1,"Walsh to MDKJ Perera, 1 run, good length, on off. Tapped away"
22.3,1,"Walsh to Mendis, 1 run, full, on off. He brings his bat down to wedge it to deep midwicket"
22.2,1,"Walsh to MDKJ Perera, 1 run, pushed to extra cover"
22.1,4,"Walsh to MDKJ Perera, FOUR runs, bisects the two men! Converts it into a full ball by coming down the wicket. Whips it between deep midwicket and long on. Excellent footwork"
21.6,1,"Chase to MDKJ Perera, 1 run, full, on off, and turning away. Guided towards point with soft hands for a single"
21.5,1,"Chase to Mendis, 1 run, good length, on off, and turning into him. Flicked behind square"
21.4,2,"Chase to Mendis, 2 runs, full, on off, and he comes down the wicket to whip it over midwicket"
21.3,0,"Chase to Mendis, no run, good length, outside off. Tries to play the late cut but misses"
21.2,1,"Chase to MDKJ Perera, 1 run, length ball, on off. He makes room to cut to deep point"
21.1,0,"Chase to MDKJ Perera, no run, around the wicket to Perera. Full, just outside off. Tapped back to the bowler"
20.6,0,"Walsh to Mendis, no run, full, outside off, and pushed with soft hands to cover"
20.5,0,"Walsh to Mendis, no run, "
20.4,4,"Walsh to Mendis, FOUR runs, hammered over long on! Full toss outside off, and he hits a cross-batted shot over the infield. Sometimes just the kind of delivery needed to break the shackles"
20.3,0,"Walsh to Mendis, no run, full, outside off, and driven with the turn to short cover"
20.2,1,"Walsh to MDKJ Perera, 1 run, full, outside off, and he drags a slog sweep along the ground to deep midwicket"
20.1,0,"Walsh to MDKJ Perera, no run, pushed to midwicket off the front foot"
19.6,0,"Chase to Mendis, no run, full, just outside off stump. Turning in, and driven back to the bowler"
19.5,0,"Chase to Mendis, no run, full, near his toes. Defended"
19.4,3,"Chase to MDKJ Perera, 3 runs, sloppy from Joseph behind square. Flicked gently, but Joseph, trying to attack the ball inside the circle misses it completely. Allows them to come back for three"
19.3,1,"Chase to Mendis, 1 run, plenty happening as Mendis scurries to defend towards the bowler. Chase runs across smartly, collects with one hand and throws it to the keeper trying to effect a run-out. But the throw is awry, first slip can't back up either, so all the good work goes to waste. Overthrows"
19.2,0,"Chase to Mendis, no run, full, from over the wicket. Lands outside off, and turning inwards. Defended"
19.1,7,"Chase to Karunaratne, OUT, has he hurt himself there? Ball pops up as Karunaratne looks to defend. Lobbed in the air and Chase has to dive forward to take the catch. Looks like the delivery got held up off the deck. Chase looks better now..."
18.6,1,"Walsh to Karunaratne, 1 run, pushed to deep point. Giant gaps there"
18.5,4,"Walsh to Karunaratne, FOUR runs, past the keeper! Good length, just outside off, and he opens the bat's face to run this fine for four"
18.4,0,"Walsh to Karunaratne, no run, full, outside off, and he drives again. Finds cover once more"
18.3,1,"Walsh to MDKJ Perera, 1 run, full, outside off, and this might have been the wrong'un. Driven to cover"
18.2,0,"Walsh to MDKJ Perera, no run, full outside off, and he hammers a drive.... straight to mid off"
18.1,1,"Walsh to Karunaratne, 1 run, pushed to deep midwicket"
17.6,0,"Chase to MDKJ Perera, no run, good length, on middle, and defended off the back foot. Time for drinks"
17.5,1,"Chase to Karunaratne, 1 run, full on middle, and pushed down the ground to long on"
17.4,1,"Chase to MDKJ Perera, 1 run, turned off his pads behind square to the fielder in the deep"
17.3,0,"Chase to MDKJ Perera, no run, big turn off the deck. Length ball outside off but going away. Perera was defending down the wrong line"
17.2,1,"Chase to Karunaratne, 1 run, full, on middle, and driven to long on for a single"
17.1,0,"Chase to Karunaratne, no run, good length, on middle. Tapped to mid on"
16.6,1,"Cottrell to Karunaratne, 1 run, good length, on middle, and punched to wide long on"
16.5,1,"Cottrell to MDKJ Perera, 1 run, good length outside off, and he slaps it to the fielder at deep extra over"
16.4,0,"Cottrell to MDKJ Perera, no run, good length, outside off, and deep point"
16.3,1,"Cottrell to Karunaratne, 1 run, good length outside off, and cut off the back foot to deep point"
16.2,1,"Cottrell to MDKJ Perera, 1 run, good length on middle, and flicked off his hips to square leg"
16.1,0,"Cottrell to MDKJ Perera, no run, dropped at short cover! Full, outside off, and thumped! Straight to Chase, but he can't keep the ball inside his palms. Off the bat's middle. In fact the fielder did well to get his hand out of the ball's path. That stung"
15.6,1,"Chase to MDKJ Perera, 1 run, goes for the sweep, but padded to short fine leg. They scamper across for one"
15.5,1,"Chase to Karunaratne, 1 run, shouts of catch it, as he punches this past short mid on"
15.4,1,"Chase to MDKJ Perera, 1 run, good length, on off. He backs away, making room before using fast hands to cut to point"
15.3,0,"Chase to MDKJ Perera, no run, good length, outside off. Punched with the turn to Chase"
15.2,0,"Chase to MDKJ Perera, no run, good length, outside off, and turning away. Looks to cut, bu done in by some extra bounce"
15.1,1,"Chase to Karunaratne, 1 run, spin from around the wicket. Length outside off, and cut through point"
14.6,0,"Cottrell to MDKJ Perera, no run, fullish and outside off stump. Driven straight to cover."
14.5,0,"Cottrell to MDKJ Perera, no run, full and a little outside off stump. Kusal tries to drive this past mid-off, leaden footed. Misses the ball completely"
14.4,1,"Cottrell to Karunaratne, 1 run, better timing on that one. Wider and fuller. Karunaratne gets a big stride out and drives this to deep cover."
14.3,0,"Cottrell to Karunaratne, no run, shortish and wide of off stump. Karunaratne cuts this and gets a big under edge, and the ball just bounces away to point"
14.2,0,"Cottrell to Karunaratne, no run, yorker length, just outside off, dug out to mid off"
14.1,0,"Cottrell to Karunaratne, no run, fuller outside off stump, Karunaratne tries to drive this but misses. Has had quite a few plays and misses today, in between some serene shots"
13.6,1,"Chase to Karunaratne, 1 run, faster and on the stumps, clipped to the midwicket region as Karunaratne turns his wrists on that one"
13.5,0,"Chase to Karunaratne, no run, shorter again, stops in the pitch a little. Karunaratne defends successfully but it's on to him later than he expects."
13.4,1,"Chase to MDKJ Perera, 1 run, shorter and wider of off stump. Perera goes back and cuts to deep point"
13.3,0,"Chase to MDKJ Perera, no run, tossed up on the stumps, defended"
13.2,1,"Chase to Karunaratne, 1 run, driven to long on for one"
13.1,1,"Chase to MDKJ Perera, 1 run, tossed up wide of off, carved to point, who should have stopped it, but lets it go through for a single instead"
12.6,1,"Joseph to MDKJ Perera, 1 run, run out chance! Almost certainly out had Joseph hit one of the three stumps he was aiming at. This was defended into the legside by Perera, who called his partner through. He puts in a dive to make his ground as Joseph collects and throws. No one is backing up, and the stumps are missed."
12.5,0,"Joseph to MDKJ Perera, no run, length ball, pushed to mid off"
12.4,0,"Joseph to MDKJ Perera, no run, short ball, shouler-height. Kusal tries to hook this in front of square as well, but is too quick on the shot. The ball hits his shoulder and Hope puts in an excellent diving take to prevent leg byes"
12.3,1,"Joseph to Karunaratne, 1 run, length outside off stump. Karunaratne goes back and carves this behind point for a single"
12.2,0,"Joseph to Karunaratne, no run, beaten. This is back of a length, but not short enough to pull really. Dimuth tries to pull it in front of square anyway and completely misses"
12.1,0,"Joseph to Karunaratne, no run, length outside off stump. Karunaratne tries to punch it through off, but that's mistimed and it dribbles back to the bowler"
11.6,0,"Chase to MDKJ Perera, no run, floated up again,. Kusal tries to find that gap between cover and point again, but only gets it to cover and there's no run"
11.5,0,"Chase to MDKJ Perera, no run, he's giving the ball a lot of air. This one is on off stump. Just pushed back to the bowler by Kusal"
11.4,1,"Chase to Karunaratne, 1 run, loopy one on the stumps, driven to long on"
11.3,0,"Chase to Karunaratne, no run, flatter and faster, outside off again, pushed straight to cover"
11.2,0,"Chase to Karunaratne, no run, tossed up on off stump, defended back to the bowler"
11.1,1,"Chase to MDKJ Perera, 1 run, full on off stump, floated in, pushed between point and cover for a single. A little miscommunication between the batsmen, but it's a safe single in the end"
10.6,0,"Joseph to Karunaratne, no run, length outside off, pushed straight to mid off"
10.5,1,"Joseph to MDKJ Perera, 1 run, length on the legs, Kusal shuffles to the offside and flicks this to fine leg for a single"
10.4,0,"Joseph to MDKJ Perera, no run, short of a length on about off stump. Just defended back to the bowler."
10.3,0,"Joseph to MDKJ Perera, no run, short one on leg stump. Very close to being a wide actually. Kusal thinks about flicking off his hips but leaves it alone."
10.2,7,"Joseph to Fernando, OUT, some luck for the West Indies finally! Avishka is out for less than 50 for the first time in the series. It's not a great ball from Joseph, who has pushed this full delivery across the batsman, and too far down leg. Avishka tries to glance this fine, but gets only a thin tickle on it, and is caught behind down the legside. The umpire thought for a moment before giving it out, and when he did, there was no complaint from Avishka."
10.1,0,"Joseph to Fernando, no run, length on off stump, defended into the offside"
9.6,0,"Chase to Karunaratne, no run, tossed up outside off, pushed unambitiously into the offside infield"
9.5,1,"Chase to Fernando, 1 run, shorter and flatter, driven on the up to long on"
9.4,1,"Chase to Karunaratne, 1 run, fuller, tossed up again, and wider. Driven straight to cover, but hard enough that the fielder fumbles and they scamper a run"
9.3,0,"Chase to Karunaratne, no run, tossed up, straightening on middle stump. Pushed into the legside and Chase himself runs after it to prevent a run"
9.2,1,"Chase to Fernando, 1 run, floated up, even fuller and tighter into the stumps this time. Driven to long on for a single"
9.1,0,"Chase to Fernando, no run, floated up, pitching just outside off. Pushed back to the bowler."
8.6,1,"Joseph to Fernando, 1 run, full and wide-ish. Avishka takes a step towards it and tries to launch it over wide mid off. But he slices it a bit, and it floats out to deep cover instead, where the offside sweeper picks it up"
8.5,0,"Joseph to Fernando, no run, fullish on the stumps, defended to short midwicket"
8.4,0,"Joseph to Fernando, no run, full and just outside off. Avishka drives this back past the bowler, and Pollard does brilliantly to run across from mid on and cut it off with a dive"
8.3,1,"Joseph to Karunaratne, 1 run, shortish again, and pulled in front of square. There's a legside sweeper out there though, and it's straight to him"
8.2,2,"Joseph to Karunaratne, 2 runs, some good fortune this time. He's on the back foot again, trying to cut this slightly wider delivery. Gets another bottom edge, and the ball bounces over the keeper as they run two."
8.1,4,"Joseph to Karunaratne, FOUR runs, the short balls are just sitting up on this pitch, and Dimuth is on the back foot to swivel-pull this past fine leg for four"
7.6,1,"Holder to Karunaratne, 1 run, straighter ball, almost on the stumps. Clipped to square leg region for one."
7.5,2,"Holder to Karunaratne, 2 runs, another lovely push, this one square of the wicket. Holder goes a touch shorter and a little wider this time, and Karunaratne shuffles towards it and punches it past point off the back foot. Not overhitting it. It gets reeled in just before the boundary."
7.4,0,"Holder to Karunaratne, no run, length outside off, stands tall and punches it straight to cover"
7.3,2,"Holder to Karunaratne, 2 runs, another one of Karunaratne's lovely straight pushes. Holder overpitches and watches the ball whistles past his feet in his follow through. The batsman hasn't timed this perfectly though, so Pollard can give chase and pull this in."
7.2,0,"Holder to Karunaratne, no run, length ball again, tighter into the stumps, defended into the offside."
7.1,0,"Holder to Karunaratne, no run, length ball outside off. Dimuth tries to push this into the covers, but is beaten by this one"
6.6,1,"Joseph to Karunaratne, 1 run, on the stumps, turned away straight of midwicket. They think about a second but decide against."
6.5,4,"Joseph to Karunaratne, FOUR runs, back of a length and this is a lovely back-foot punch from Karunaratne, who stands tall and bisects cover and mid off beautifully. Timed so beautifully neither fielder giving chase has a chance"
6.4,0,"Joseph to Karunaratne, no run, good stop by Pollard this time. Karunaratne punches a length ball straight of mid off, but Pollard hares around and makes a leaping stop to prevent a run"
6.3,0,"Joseph to Karunaratne, no run, full and wide. Dimuth tries to carve it past point, but doesn't connect"
6.2,0,"Joseph to Karunaratne, no run, short ball over leg stump. Karunaratne ducks beneath it"
6.1,4,"Joseph to Karunaratne, FOUR runs, a little more luck for Sri Lanka. This is wide and shortish, and Karunaratne tries to cut. But he only gets an under edge, and it whizzes past the keeper who is wrong footed. Skips away very fine for four"
5.6,0,"Holder to Fernando, no run, short of a length around off stump, Avishka hangs back and punches it into the offside, cleaned up by mid off"
5.5,0,"Holder to Fernando, no run, full ball on the stumps, clipped straight to midwicket"
5.4,0,"Holder to Fernando, no run, shortish, on the hip, Avishka tries to pull but doesn't time it and it dribbles to short fine leg"
5.3,2,"Holder to Fernando, 2 runs, back of a length just outside off again, and Avishka looks to work this to leg. Hits it just wide of Pollard at mid on, and the captain misfields to allow a second"
5.2,0,"Holder to Fernando, no run, back of a length, tight into the stumps, just pushed to mid off"
5.1,1,"Holder to Karunaratne, 1 run, length ball outside off, pushed into a gap in the covers"
4.6,0,"Cottrell to Fernando, no run, yorker length, on middle. Flicked to mid on"
4.5,0,"Cottrell to Fernando, no run, "
4.4,0,"Cottrell to Fernando, no run, good length, just outside off stump. Tries to repeat that shot but can't connect"
4.3,4,"Cottrell to Fernando, FOUR runs, deft touch! Good length from around the wicket, and he opens the bat's face before gently guiding this off the bat's middle. Past point on this occasion..."
4.2,4,"Cottrell to Fernando, FOUR runs, puts it away by going onto the back foot quickly after judging the length. Pulled in front of square"
4.1,0,"Cottrell to Fernando, no run, full, on off stump, and pushed towards cover"
3.6,0,"Holder to Karunaratne, no run, back of a length on leg stump. Flicked to midwicket"
3.5,0,"Holder to Karunaratne, no run, full, on off and angling further away. Left alone"
3.4,4,"Holder to Karunaratne, FOUR runs, pays the price for it! Overpitches on off, and in the batsman's slot. Tiny prod, and driven past Holder to the long off fence"
3.3,1,"Holder to Fernando, 1 run, good length, outside off, and he cuts this with the vertical bat to deep point"
3.2,4,"Holder to Fernando, FOUR runs, good length, outside off, and he punches this by standing tall. Thumped past mid off"
3.1,0,"Holder to Fernando, no run, good length, on off. Slapped to mid on. Minimal movement of the feet"
3.1,1,"Holder to Fernando, 1 wide, good length, on leg, and going down further. He shoulders his arms and lets it go"
2.6,1,"Cottrell to Fernando, 1 run, overpitched on off, and driven to mid on"
2.5,0,"Cottrell to Fernando, no run, back of a length, from around the wicket again. Defended off the back foot"
2.4,0,"Cottrell to Fernando, no run, comes around the wicket, back of a length on off. Rides the bounce to block"
2.3,4,"Cottrell to Fernando, FOUR runs, the pick of the lot! Overpitched, on off, and he bends his back knee to drive through the covers"
2.2,4,"Cottrell to Fernando, FOUR runs, even better! Full, on middle, and he drives through past the non-striker to mid off. Nice sound off the bat"
2.1,2,"Cottrell to Fernando, 2 runs, shott! But doesn't reach the cover fence. Good length, on off, and he punches off the back foot past the infielder at cover"
1.6,0,"Holder to Karunaratne, no run, good length, outside off, and he shapes up to cut. Mistimed though, to point"
1.5,0,"Holder to Karunaratne, no run, good length, on middle. Seaming away, and tapped away to point"
1.4,0,"Holder to Karunaratne, no run, full, on middle, and he presses to defend again. Firm face of the bat"
1.3,0,"Holder to Karunaratne, no run, full, on middle,  and he presses forward to drive"
1.3,1,"Holder to Karunaratne, 1 wide, back of a length, on middle, goes past his leg stump"
1.2,2,"Holder to Karunaratne, 2 leg byes, good length, on leg, and he misses the flick. Hits his pad and rolls down to fine leg"
1.1,0,"Holder to Karunaratne, no run, full, on off, and he prods forward to defend"
0.6,0,"Cottrell to Fernando, no run, full, on middle, and he drives again. Past the bowler to mid on"
0.5,0,"Cottrell to Fernando, no run, full, on middle, and driven to mid on"
0.4,0,"Cottrell to Fernando, no run, good length, on off, and defended off the back foot"
0.3,0,"Cottrell to Fernando, no run, fullish, wide, and he looks to thump a drive. Inside-edged onto his pads"
0.2,0,"Cottrell to Fernando, no run, good length, on off and angling across. He puts his bat out and the ball goes past his outside edge"
0.1,0,"Cottrell to Fernando, no run, good length, on middle, and he rides the bounce to defense"
33.2,4,"McCarthy to Lewis, FOUR runs, ... IT NEARLY DOES! NEARLY! But it doesn't. Fullish, slanting away from off stump, and Lewis launches a big drive over extra-cover, only for the ball to land inches... INCHES... in front of the boundary. Lewis finishes unbeaten on 99"
33.1,2,"McCarthy to Lewis, 2 runs, full, slanting away from off stump. Lewis drives with an open face, and he threads it past backward point, but has he hit it too well? Will third man, sprinting to his left, be able to stop the boundary? He does, and Lewis is on strike with the possibility of a century still alive"
32.6,0,"Rankin to Pollard, no run, shuffles down the pitch to a length ball outside off, and defends into the point region"
32.5,7,"Rankin to Chase, OUT, whoa, that came out of nowhere. This pitch has always had this in it. Digs it in short, and gets it to bounce brutally in the fourth-stump channel. Chase tries to sway away, tries to pull his hands out of the way, but can't prevent the ball kissing his gloves on the way through to the keeper"
32.4,0,"Rankin to Chase, no run, back of a length, angling in towards off and middle, defended to midwicket"
32.3,0,"Rankin to Chase, no run, back of a length on off stump, gets back and across to defend into the on side"
32.2,0,"Rankin to Chase, no run, back of a length close to off stump, defended into the point region"
32.1,0,"Rankin to Chase, no run, bouncer over off stump, sways his upper body away from the line to ignore it"
31.6,0,"McCarthy to Lewis, no run, back of a length, angling away from off stump, opens his bat face to steer towards backward point"
31.5,1,"McCarthy to Chase, 1 run, shortish in the corridor, jumps to ride the bounce and dabs to third man"
31.4,4,"McCarthy to Chase, FOUR runs, full, a bit of width, and Chase leans into a flowing drive, with high left elbow, to beat cover diving to his right"
31.3,0,"McCarthy to Chase, no run, bouncer over off stump, sways away and leaves it alone"
31.3,1,"McCarthy to Chase, 1 wide, full, angling down leg, can't connect with the flick. Was probably looking for the yorker"
31.2,1,"McCarthy to Lewis, 1 run, shortish, gets up near Lewis' stomach, swivels to pull along the ground to long leg"
31.1,1,"McCarthy to Chase, 1 run, fullish, angling into leg stump, clipped to deep square leg"
30.6,1,"Rankin to Chase, 1 run, back of a length outside off, dabbed down to third man"
30.5,1,"Rankin to Lewis, 1 run, back of a length, not far outside off. Waits a little longer this time and chops to third man"
30.4,0,"Rankin to Lewis, no run, back of a length outside off, punched to point"
30.3,0,"Rankin to Lewis, no run, short outside off, stops on Lewis a bit. Wants to cut this through point, but he ends up chopping into the covers instead"
30.2,0,"Rankin to Lewis, no run, full on middle and off, driven to mid-off"
30.1,0,"Rankin to Lewis, no run, back of a length on off stump, punched to extra-cover"
29.6,1,"McCarthy to Lewis, 1 run, short slower ball angling away from off stump. Pulled along the ground to the right of deep square leg"
29.5,1,"McCarthy to Chase, 1 run, back of a length close to off stump, lets it come on and steers to third man"
29.4,0,"McCarthy to Chase, no run, bouncer over off stump, Chase manages to get his 6'5' body to crouch just about adequately enough to get under it"
29.3,1,"McCarthy to Lewis, 1 run, back of a length on off stump, punched to sweeper cover"
29.2,0,"McCarthy to Lewis, no run, length ball on middle and leg, defended towards mid-on"
29.1,2,"McCarthy to Lewis, 2 runs, a rare mishit from Lewis. Length ball slanting across to off stump. Wanted to hit over mid-off, but the length and the angle caused him to slice it high over point instead. Doesn't carry all the way to the sweeper, though"
28.6,0,"Simi Singh to Chase, no run, floated across towards off stump. Gets forward and dabs with an open face to backward point"
28.5,1,"Simi Singh to Lewis, 1 run, tossed up on leg stump, swept firmly to deep backward square leg"
28.4,1,"Simi Singh to Chase, 1 run, flatter, spins in towards leg stump, clipped to deep square leg"
28.3,0,"Simi Singh to Chase, no run, nicely flighted, gets a bit of late drift away towards off stump. Was looking to flick towards midwicket, ended up playing it back to the bowler as a result"
28.2,4,"Simi Singh to Chase, FOUR runs, tossed up on off stump, and Roston Chase unfurls the inner VVS Laxman, uses his wrists to whip this offbreak into the gap between midwicket and mid-on"
28.1,1,"Simi Singh to Lewis, 1 run, flat, angling into the pads, uses his wrists for a short-arm whip to deep backward square leg"
27.6,2,"McBrine to Chase, 2 runs, looped up outside off and Chase gets forward and uses his reach to drive to the right of sweeper cover"
27.5,1,"McBrine to Lewis, 1 run, back of a length on middle stump, makes some room and punches to long-off"
27.4,1,"McBrine to Chase, 1 run, fuller now, whipped away to deep square leg with a roll of the wrists"
27.3,0,"McBrine to Chase, no run, and again, dip and turn from just outside off. Gets forward to defend and the ball rolls into the leg side off the inner half of the bat"
27.2,0,"McBrine to Chase, no run, nice length, spinning in towards off stump, defended back to the bowler"
27.1,1,"McBrine to Lewis, 1 run, full on off stump, driven to sweeper cover"
26.6,1,"Simi Singh to Lewis, 1 run, tossed up outside off, gets forward and dabs with an open face towards backward point"
